id,year,locationabbr,locationdesc,data_value,low_confidence_limit,high_confidence_limit,sample_size,stratification,stratificationtype,variable
275789.0,2008.0,CT,Connecticut,80.8,77.8,83.9,756.0,35-44,Age Group,exercise
275790.0,2008.0,CT,Connecticut,76.8,73.8,79.8,951.0,45-54,Age Group,exercise
275791.0,2008.0,CT,Connecticut,76.2,73.2,79.2,930.0,55-64,Age Group,exercise
275792.0,2008.0,CT,Connecticut,70.7,68.3,73.2,1380.0,65+,Age Group,exercise
278407.0,2008.0,DE,Delaware,75.9,73.9,77.8,2909.0,Overall,Overall,exercise
278409.0,2008.0,DE,Delaware,79.0,75.9,82.0,1094.0,Male,Gender,exercise
278410.0,2008.0,DE,Delaware,73.0,70.5,75.6,1815.0,Female,Gender,exercise
278413.0,2008.0,DE,Delaware,81.1,72.0,90.2,119.0,18-24,Age Group,exercise
278414.0,2008.0,DE,Delaware,76.9,71.8,82.0,285.0,25-34,Age Group,exercise
278415.0,2008.0,DE,Delaware,77.1,72.8,81.4,461.0,35-44,Age Group,exercise
278416.0,2008.0,DE,Delaware,77.8,74.3,81.3,612.0,45-54,Age Group,exercise
278417.0,2008.0,DE,Delaware,75.0,71.1,79.0,640.0,55-64,Age Group,exercise
278418.0,2008.0,DE,Delaware,68.5,65.1,71.9,792.0,65+,Age Group,exercise
280311.0,2008.0,DC,District of Columbia,78.8,77.2,80.5,3351.0,Overall,Overall,exercise
280494.0,2008.0,DC,District of Columbia,82.2,79.5,84.9,1297.0,Male,Gender,exercise
280495.0,2008.0,DC,District of Columbia,76.0,73.8,78.1,2054.0,Female,Gender,exercise
280498.0,2008.0,DC,District of Columbia,85.2,77.8,92.7,98.0,18-24,Age Group,exercise
280499.0,2008.0,DC,District of Columbia,81.9,78.1,85.7,478.0,25-34,Age Group,exercise
280500.0,2008.0,DC,District of Columbia,79.9,76.0,83.8,567.0,35-44,Age Group,exercise
280501.0,2008.0,DC,District of Columbia,79.6,76.4,82.9,696.0,45-54,Age Group,exercise
280502.0,2008.0,DC,District of Columbia,75.4,71.8,79.0,667.0,55-64,Age Group,exercise
280503.0,2008.0,DC,District of Columbia,70.8,67.6,74.0,845.0,65+,Age Group,exercise
283064.0,2008.0,FL,Florida,74.1,72.5,75.7,7708.0,Overall,Overall,exercise
283066.0,2008.0,FL,Florida,76.9,74.4,79.4,2927.0,Male,Gender,exercise
283067.0,2008.0,FL,Florida,71.4,69.4,73.5,4781.0,Female,Gender,exercise
283070.0,2008.0,FL,Florida,78.0,70.1,85.9,252.0,18-24,Age Group,exercise
283071.0,2008.0,FL,Florida,76.2,71.3,81.1,646.0,25-34,Age Group,exercise
283072.0,2008.0,FL,Florida,77.8,74.3,81.3,1027.0,35-44,Age Group,exercise
283073.0,2008.0,FL,Florida,70.6,67.0,74.2,1438.0,45-54,Age Group,exercise
283074.0,2008.0,FL,Florida,73.8,70.7,76.9,1692.0,55-64,Age Group,exercise
283075.0,2008.0,FL,Florida,70.8,68.5,73.0,2653.0,65+,Age Group,exercise
285899.0,2008.0,GA,Georgia,76.9,75.4,78.5,4121.0,Overall,Overall,exercise
285901.0,2008.0,GA,Georgia,79.8,77.3,82.3,1547.0,Male,Gender,exercise
285902.0,2008.0,GA,Georgia,74.2,72.3,76.0,2574.0,Female,Gender,exercise
285905.0,2008.0,GA,Georgia,84.0,78.3,89.8,147.0,18-24,Age Group,exercise
285906.0,2008.0,GA,Georgia,80.9,76.7,85.1,440.0,25-34,Age Group,exercise
285907.0,2008.0,GA,Georgia,82.4,79.5,85.3,757.0,35-44,Age Group,exercise
285908.0,2008.0,GA,Georgia,73.2,70.0,76.4,830.0,45-54,Age Group,exercise
285909.0,2008.0,GA,Georgia,71.7,68.6,74.9,867.0,55-64,Age Group,exercise
285910.0,2008.0,GA,Georgia,67.2,64.3,70.0,1080.0,65+,Age Group,exercise
287789.0,2008.0,GU,Guam,73.7,70.1,77.3,577.0,Overall,Overall,exercise
287791.0,2008.0,GU,Guam,78.1,72.9,83.3,267.0,Male,Gender,exercise
287792.0,2008.0,GU,Guam,69.1,64.2,74.1,310.0,Female,Gender,exercise
287795.0,2008.0,GU,Guam,67.6,58.4,76.7,79.0,18-24,Age Group,exercise
287796.0,2008.0,GU,Guam,75.1,66.0,84.2,91.0,25-34,Age Group,exercise
287797.0,2008.0,GU,Guam,76.2,69.1,83.3,130.0,35-44,Age Group,exercise
287798.0,2008.0,GU,Guam,71.5,63.6,79.3,117.0,45-54,Age Group,exercise
287799.0,2008.0,GU,Guam,73.9,65.2,82.7,90.0,55-64,Age Group,exercise
287800.0,2008.0,GU,Guam,78.3,68.6,87.9,70.0,65+,Age Group,exercise
289785.0,2008.0,HI,Hawaii,80.4,79.0,81.8,5227.0,Overall,Overall,exercise
289787.0,2008.0,HI,Hawaii,84.4,82.4,86.5,2226.0,Male,Gender,exercise
289788.0,2008.0,HI,Hawaii,76.5,74.6,78.4,3001.0,Female,Gender,exercise
289791.0,2008.0,HI,Hawaii,82.6,77.4,87.7,257.0,18-24,Age Group,exercise
289792.0,2008.0,HI,Hawaii,81.4,77.2,85.6,513.0,25-34,Age Group,exercise
289793.0,2008.0,HI,Hawaii,78.5,75.2,81.8,824.0,35-44,Age Group,exercise
289794.0,2008.0,HI,Hawaii,82.0,79.2,84.7,1144.0,45-54,Age Group,exercise
289795.0,2008.0,HI,Hawaii,77.7,74.6,80.7,1129.0,55-64,Age Group,exercise
289796.0,2008.0,HI,Hawaii,80.6,78.2,83.0,1360.0,65+,Age Group,exercise
292788.0,2008.0,ID,Idaho,78.9,77.4,80.3,3860.0,Overall,Overall,exercise
292790.0,2008.0,ID,Idaho,80.0,77.6,82.3,1539.0,Male,Gender,exercise
292791.0,2008.0,ID,Idaho,77.8,76.0,79.5,2321.0,Female,Gender,exercise
292794.0,2008.0,ID,Idaho,88.6,83.6,93.5,139.0,18-24,Age Group,exercise
292795.0,2008.0,ID,Idaho,83.0,79.0,87.0,527.0,25-34,Age Group,exercise
292796.0,2008.0,ID,Idaho,82.0,78.9,85.0,621.0,35-44,Age Group,exercise
292797.0,2008.0,ID,Idaho,77.2,74.2,80.2,814.0,45-54,Age Group,exercise
292798.0,2008.0,ID,Idaho,75.0,72.0,78.0,805.0,55-64,Age Group,exercise
292799.0,2008.0,ID,Idaho,67.9,64.9,70.8,954.0,65+,Age Group,exercise
294899.0,2008.0,IL,Illinois,72.0,70.3,73.7,3634.0,Overall,Overall,exercise
294901.0,2008.0,IL,Illinois,74.2,71.6,76.9,1355.0,Male,Gender,exercise
294902.0,2008.0,IL,Illinois,69.9,67.9,72.0,2279.0,Female,Gender,exercise
294905.0,2008.0,IL,Illinois,77.9,71.0,84.7,156.0,18-24,Age Group,exercise
294906.0,2008.0,IL,Illinois,74.9,70.4,79.5,394.0,25-34,Age Group,exercise
294907.0,2008.0,IL,Illinois,74.2,70.8,77.6,595.0,35-44,Age Group,exercise
294908.0,2008.0,IL,Illinois,72.9,69.6,76.3,824.0,45-54,Age Group,exercise
294909.0,2008.0,IL,Illinois,67.7,64.1,71.3,672.0,55-64,Age Group,exercise
294910.0,2008.0,IL,Illinois,64.1,61.3,66.9,993.0,65+,Age Group,exercise
297334.0,2008.0,IN,Indiana,72.3,70.4,74.2,3339.0,Overall,Overall,exercise
297336.0,2008.0,IN,Indiana,75.3,72.4,78.1,1315.0,Male,Gender,exercise
297337.0,2008.0,IN,Indiana,69.5,66.9,72.0,2024.0,Female,Gender,exercise
297340.0,2008.0,IN,Indiana,76.2,67.7,84.7,121.0,18-24,Age Group,exercise
297341.0,2008.0,IN,Indiana,75.4,70.3,80.6,418.0,25-34,Age Group,exercise
297342.0,2008.0,IN,Indiana,78.0,74.4,81.5,548.0,35-44,Age Group,exercise
297343.0,2008.0,IN,Indiana,71.7,68.2,75.3,746.0,45-54,Age Group,exercise
297344.0,2008.0,IN,Indiana,65.0,61.2,68.7,649.0,55-64,Age Group,exercise
297345.0,2008.0,IN,Indiana,66.3,63.2,69.4,857.0,65+,Age Group,exercise
299975.0,2008.0,IA,Iowa,75.0,73.6,76.4,4370.0,Overall,Overall,exercise
299977.0,2008.0,IA,Iowa,75.1,73.0,77.3,1683.0,Male,Gender,exercise
299978.0,2008.0,IA,Iowa,74.8,73.1,76.6,2687.0,Female,Gender,exercise
299981.0,2008.0,IA,Iowa,83.2,77.3,89.1,141.0,18-24,Age Group,exercise
299982.0,2008.0,IA,Iowa,75.9,72.0,79.7,456.0,25-34,Age Group,exercise
299983.0,2008.0,IA,Iowa,80.4,77.6,83.2,762.0,35-44,Age Group,exercise
299984.0,2008.0,IA,Iowa,75.0,72.2,77.8,894.0,45-54,Age Group,exercise
299985.0,2008.0,IA,Iowa,73.1,70.3,75.8,894.0,55-64,Age Group,exercise
299986.0,2008.0,IA,Iowa,65.8,63.4,68.2,1223.0,65+,Age Group,exercise
302097.0,2008.0,KS,Kansas,74.5,73.3,75.7,6210.0,Overall,Overall,exercise
302099.0,2008.0,KS,Kansas,76.0,74.1,78.0,2427.0,Male,Gender,exercise
302100.0,2008.0,KS,Kansas,73.0,71.5,74.5,3783.0,Female,Gender,exercise
302103.0,2008.0,KS,Kansas,79.7,74.3,85.2,187.0,18-24,Age Group,exercise
302104.0,2008.0,KS,Kansas,79.5,76.5,82.5,635.0,25-34,Age Group,exercise
302105.0,2008.0,KS,Kansas,75.3,72.6,78.1,968.0,35-44,Age Group,exercise
302106.0,2008.0,KS,Kansas,74.2,72.0,76.3,1358.0,45-54,Age Group,exercise
302107.0,2008.0,KS,Kansas,70.7,68.4,72.9,1287.0,55-64,Age Group,exercise
302108.0,2008.0,KS,Kansas,68.0,66.1,70.0,1775.0,65+,Age Group,exercise
304445.0,2008.0,KY,Kentucky,69.5,68.0,71.1,5190.0,Overall,Overall,exercise
304447.0,2008.0,KY,Kentucky,73.3,70.9,75.7,1798.0,Male,Gender,exercise
304448.0,2008.0,KY,Kentucky,66.0,64.0,67.9,3392.0,Female,Gender,exercise
304451.0,2008.0,KY,Kentucky,78.4,71.6,85.2,173.0,18-24,Age Group,exercise
304452.0,2008.0,KY,Kentucky,75.1,70.6,79.5,515.0,25-34,Age Group,exercise
304453.0,2008.0,KY,Kentucky,72.0,68.8,75.3,856.0,35-44,Age Group,exercise
304454.0,2008.0,KY,Kentucky,68.4,65.3,71.4,1065.0,45-54,Age Group,exercise
304455.0,2008.0,KY,Kentucky,65.7,62.9,68.5,1181.0,55-64,Age Group,exercise
304456.0,2008.0,KY,Kentucky,59.8,57.2,62.4,1400.0,65+,Age Group,exercise
306600.0,2008.0,LA,Louisiana,70.2,68.7,71.7,4214.0,Overall,Overall,exercise
306602.0,2008.0,LA,Louisiana,74.5,72.1,76.8,1480.0,Male,Gender,exercise
306603.0,2008.0,LA,Louisiana,66.3,64.3,68.2,2734.0,Female,Gender,exercise
306606.0,2008.0,LA,Louisiana,75.7,70.1,81.3,200.0,18-24,Age Group,exercise
306607.0,2008.0,LA,Louisiana,76.0,71.9,80.0,484.0,25-34,Age Group,exercise
306608.0,2008.0,LA,Louisiana,69.5,65.8,73.3,642.0,35-44,Age Group,exercise
306609.0,2008.0,LA,Louisiana,69.3,66.4,72.2,950.0,45-54,Age Group,exercise
306610.0,2008.0,LA,Louisiana,68.5,65.6,71.4,946.0,55-64,Age Group,exercise
306611.0,2008.0,LA,Louisiana,62.7,59.9,65.5,992.0,65+,Age Group,exercise
308383.0,2008.0,ME,Maine,77.2,75.9,78.4,5122.0,Overall,Overall,exercise
308385.0,2008.0,ME,Maine,77.0,74.9,79.0,2018.0,Male,Gender,exercise
308386.0,2008.0,ME,Maine,77.4,75.8,78.9,3104.0,Female,Gender,exercise
308389.0,2008.0,ME,Maine,78.1,71.7,84.5,166.0,18-24,Age Group,exercise
308390.0,2008.0,ME,Maine,84.4,81.1,87.7,445.0,25-34,Age Group,exercise
308391.0,2008.0,ME,Maine,78.4,75.5,81.4,748.0,35-44,Age Group,exercise
308392.0,2008.0,ME,Maine,78.9,76.5,81.3,1118.0,45-54,Age Group,exercise
308393.0,2008.0,ME,Maine,76.6,74.3,78.9,1246.0,55-64,Age Group,exercise
308394.0,2008.0,ME,Maine,68.5,66.1,70.8,1399.0,65+,Age Group,exercise
311137.0,2008.0,MD,Maryland,76.0,74.8,77.3,7010.0,Overall,Overall,exercise
311139.0,2008.0,MD,Maryland,80.1,78.1,82.1,2688.0,Male,Gender,exercise
311140.0,2008.0,MD,Maryland,72.4,70.7,74.0,4322.0,Female,Gender,exercise
311143.0,2008.0,MD,Maryland,74.9,68.7,81.2,239.0,18-24,Age Group,exercise
311144.0,2008.0,MD,Maryland,80.1,77.0,83.3,706.0,25-34,Age Group,exercise
311145.0,2008.0,MD,Maryland,77.9,75.3,80.5,1244.0,35-44,Age Group,exercise
311146.0,2008.0,MD,Maryland,78.6,76.3,81.0,1601.0,45-54,Age Group,exercise
311147.0,2008.0,MD,Maryland,74.5,71.9,77.0,1483.0,55-64,Age Group,exercise
311148.0,2008.0,MD,Maryland,68.3,65.9,70.7,1737.0,65+,Age Group,exercise
313900.0,2008.0,MA,Massachusetts,77.9,77.0,78.8,14975.0,Overall,Overall,exercise
313902.0,2008.0,MA,Massachusetts,80.0,78.7,81.4,5711.0,Male,Gender,exercise
313903.0,2008.0,MA,Massachusetts,76.0,74.8,77.2,9264.0,Female,Gender,exercise
313906.0,2008.0,MA,Massachusetts,86.4,82.9,89.9,612.0,18-24,Age Group,exercise
313907.0,2008.0,MA,Massachusetts,79.4,76.7,82.2,1536.0,25-34,Age Group,exercise
313908.0,2008.0,MA,Massachusetts,82.6,80.8,84.3,2655.0,35-44,Age Group,exercise
313909.0,2008.0,MA,Massachusetts,77.8,76.0,79.5,3337.0,45-54,Age Group,exercise
313910.0,2008.0,MA,Massachusetts,75.8,74.0,77.7,3155.0,55-64,Age Group,exercise
313911.0,2008.0,MA,Massachusetts,67.4,65.7,69.1,3680.0,65+,Age Group,exercise
315367.0,2008.0,MI,Michigan,74.9,73.7,76.1,6735.0,Overall,Overall,exercise
315369.0,2008.0,MI,Michigan,77.0,75.1,78.9,2600.0,Male,Gender,exercise
315370.0,2008.0,MI,Michigan,72.9,71.4,74.4,4135.0,Female,Gender,exercise
315373.0,2008.0,MI,Michigan,81.9,77.3,86.4,302.0,18-24,Age Group,exercise
315374.0,2008.0,MI,Michigan,78.5,74.8,82.1,565.0,25-34,Age Group,exercise
315375.0,2008.0,MI,Michigan,75.2,72.3,78.1,973.0,35-44,Age Group,exercise
315376.0,2008.0,MI,Michigan,75.3,73.0,77.5,1462.0,45-54,Age Group,exercise
315377.0,2008.0,MI,Michigan,74.7,72.5,76.8,1566.0,55-64,Age Group,exercise
315378.0,2008.0,MI,Michigan,65.3,63.3,67.3,1867.0,65+,Age Group,exercise
318235.0,2008.0,MN,Minnesota,81.9,80.4,83.4,3431.0,Overall,Overall,exercise
318237.0,2008.0,MN,Minnesota,83.3,81.1,85.5,1306.0,Male,Gender,exercise
318238.0,2008.0,MN,Minnesota,80.6,78.6,82.5,2125.0,Female,Gender,exercise
318241.0,2008.0,MN,Minnesota,83.9,77.1,90.6,105.0,18-24,Age Group,exercise
318242.0,2008.0,MN,Minnesota,84.1,80.2,88.0,329.0,25-34,Age Group,exercise
318243.0,2008.0,MN,Minnesota,85.8,82.8,88.8,571.0,35-44,Age Group,exercise
318244.0,2008.0,MN,Minnesota,83.0,80.3,85.7,764.0,45-54,Age Group,exercise
318245.0,2008.0,MN,Minnesota,78.5,75.6,81.5,728.0,55-64,Age Group,exercise
318246.0,2008.0,MN,Minnesota,75.3,72.7,77.9,934.0,65+,Age Group,exercise
320269.0,2008.0,MS,Mississippi,67.5,66.0,68.9,5128.0,Overall,Overall,exercise
320271.0,2008.0,MS,Mississippi,70.5,68.1,72.8,1830.0,Male,Gender,exercise
320272.0,2008.0,MS,Mississippi,64.7,62.9,66.5,3298.0,Female,Gender,exercise
320275.0,2008.0,MS,Mississippi,73.6,67.3,80.0,181.0,18-24,Age Group,exercise
320276.0,2008.0,MS,Mississippi,72.7,68.6,76.8,499.0,25-34,Age Group,exercise
320277.0,2008.0,MS,Mississippi,67.1,63.6,70.6,727.0,35-44,Age Group,exercise
320278.0,2008.0,MS,Mississippi,66.2,63.4,69.0,1002.0,45-54,Age Group,exercise
320279.0,2008.0,MS,Mississippi,63.6,60.9,66.3,1122.0,55-64,Age Group,exercise
320280.0,2008.0,MS,Mississippi,62.3,60.1,64.6,1597.0,65+,Age Group,exercise
323432.0,2008.0,MO,Missouri,72.4,70.7,74.2,3480.0,Overall,Overall,exercise
323434.0,2008.0,MO,Missouri,76.2,73.7,78.7,1406.0,Male,Gender,exercise
323435.0,2008.0,MO,Missouri,68.9,66.6,71.3,2074.0,Female,Gender,exercise
323438.0,2008.0,MO,Missouri,81.5,74.2,88.8,145.0,18-24,Age Group,exercise
323439.0,2008.0,MO,Missouri,79.2,74.6,83.7,381.0,25-34,Age Group,exercise
323440.0,2008.0,MO,Missouri,74.5,70.7,78.2,513.0,35-44,Age Group,exercise
323441.0,2008.0,MO,Missouri,71.7,68.3,75.2,731.0,45-54,Age Group,exercise
323442.0,2008.0,MO,Missouri,67.0,63.3,70.6,721.0,55-64,Age Group,exercise
323443.0,2008.0,MO,Missouri,62.7,59.8,65.7,989.0,65+,Age Group,exercise
325239.0,2008.0,MT,Montana,76.9,75.4,78.3,5055.0,Overall,Overall,exercise
325241.0,2008.0,MT,Montana,78.5,76.3,80.7,2055.0,Male,Gender,exercise
325242.0,2008.0,MT,Montana,75.3,73.4,77.1,3000.0,Female,Gender,exercise
325245.0,2008.0,MT,Montana,78.8,71.6,86.0,130.0,18-24,Age Group,exercise
325246.0,2008.0,MT,Montana,81.0,77.0,85.0,478.0,25-34,Age Group,exercise
325247.0,2008.0,MT,Montana,79.8,76.6,83.0,697.0,35-44,Age Group,exercise
325248.0,2008.0,MT,Montana,78.3,75.6,80.9,1066.0,45-54,Age Group,exercise
325249.0,2008.0,MT,Montana,76.3,73.9,78.8,1251.0,55-64,Age Group,exercise
325250.0,2008.0,MT,Montana,68.1,65.8,70.5,1433.0,65+,Age Group,exercise
327726.0,2008.0,NE,Nebraska,75.4,74.0,76.7,11385.0,Overall,Overall,exercise
327728.0,2008.0,NE,Nebraska,76.3,74.2,78.4,4316.0,Male,Gender,exercise
327729.0,2008.0,NE,Nebraska,74.4,72.8,76.1,7069.0,Female,Gender,exercise
327732.0,2008.0,NE,Nebraska,79.8,73.2,86.5,371.0,18-24,Age Group,exercise
327733.0,2008.0,NE,Nebraska,80.9,77.7,84.2,1182.0,25-34,Age Group,exercise
327734.0,2008.0,NE,Nebraska,77.6,74.8,80.4,1710.0,35-44,Age Group,exercise
327735.0,2008.0,NE,Nebraska,76.2,73.8,78.6,2369.0,45-54,Age Group,exercise
327736.0,2008.0,NE,Nebraska,74.0,71.7,76.4,2388.0,55-64,Age Group,exercise
327737.0,2008.0,NE,Nebraska,64.5,62.2,66.7,3365.0,65+,Age Group,exercise
330673.0,2008.0,NV,Nevada,72.4,70.4,74.4,3502.0,Overall,Overall,exercise
330675.0,2008.0,NV,Nevada,75.1,72.0,78.1,1452.0,Male,Gender,exercise
330676.0,2008.0,NV,Nevada,69.7,67.0,72.4,2050.0,Female,Gender,exercise
330679.0,2008.0,NV,Nevada,80.2,73.0,87.3,160.0,18-24,Age Group,exercise
330680.0,2008.0,NV,Nevada,78.5,73.7,83.3,418.0,25-34,Age Group,exercise
330681.0,2008.0,NV,Nevada,72.1,67.3,77.0,559.0,35-44,Age Group,exercise
330682.0,2008.0,NV,Nevada,71.2,66.7,75.8,729.0,45-54,Age Group,exercise
330683.0,2008.0,NV,Nevada,68.5,63.8,73.2,737.0,55-64,Age Group,exercise
330684.0,2008.0,NV,Nevada,64.2,60.3,68.2,899.0,65+,Age Group,exercise
332714.0,2008.0,NH,New Hampshire,78.5,77.2,79.8,5213.0,Overall,Overall,exercise
332716.0,2008.0,NH,New Hampshire,80.5,78.6,82.4,2096.0,Male,Gender,exercise
332717.0,2008.0,NH,New Hampshire,76.6,75.0,78.3,3117.0,Female,Gender,exercise
332720.0,2008.0,NH,New Hampshire,86.6,80.9,92.3,160.0,18-24,Age Group,exercise
332721.0,2008.0,NH,New Hampshire,82.3,78.6,85.9,459.0,25-34,Age Group,exercise
332722.0,2008.0,NH,New Hampshire,81.4,78.8,84.1,870.0,35-44,Age Group,exercise
332723.0,2008.0,NH,New Hampshire,78.4,75.9,81.0,1198.0,45-54,Age Group,exercise
332724.0,2008.0,NH,New Hampshire,76.7,74.2,79.2,1175.0,55-64,Age Group,exercise
332725.0,2008.0,NH,New Hampshire,68.1,65.6,70.5,1351.0,65+,Age Group,exercise
334823.0,2008.0,NJ,New Jersey,73.1,71.9,74.3,8397.0,Overall,Overall,exercise
334825.0,2008.0,NJ,New Jersey,75.9,74.0,77.7,3268.0,Male,Gender,exercise
334826.0,2008.0,NJ,New Jersey,70.5,68.9,72.0,5129.0,Female,Gender,exercise
334829.0,2008.0,NJ,New Jersey,77.8,72.3,83.3,253.0,18-24,Age Group,exercise
334830.0,2008.0,NJ,New Jersey,74.5,71.1,78.0,821.0,25-34,Age Group,exercise
334831.0,2008.0,NJ,New Jersey,76.3,73.9,78.7,1509.0,35-44,Age Group,exercise
334832.0,2008.0,NJ,New Jersey,75.2,72.9,77.4,1946.0,45-54,Age Group,exercise
334833.0,2008.0,NJ,New Jersey,71.4,68.9,73.9,1749.0,55-64,Age Group,exercise
334834.0,2008.0,NJ,New Jersey,63.8,61.7,65.9,2119.0,65+,Age Group,exercise
337245.0,2008.0,NM,New Mexico,76.1,74.4,77.7,4622.0,Overall,Overall,exercise
337247.0,2008.0,NM,New Mexico,79.2,76.8,81.5,1844.0,Male,Gender,exercise
337248.0,2008.0,NM,New Mexico,73.1,70.9,75.4,2778.0,Female,Gender,exercise
337251.0,2008.0,NM,New Mexico,76.2,68.5,83.9,179.0,18-24,Age Group,exercise
337252.0,2008.0,NM,New Mexico,77.7,73.7,81.6,500.0,25-34,Age Group,exercise
337253.0,2008.0,NM,New Mexico,78.6,75.1,82.0,693.0,35-44,Age Group,exercise
337254.0,2008.0,NM,New Mexico,77.5,74.7,80.4,983.0,45-54,Age Group,exercise
337255.0,2008.0,NM,New Mexico,75.2,72.2,78.1,1020.0,55-64,Age Group,exercise
337256.0,2008.0,NM,New Mexico,71.0,68.4,73.5,1247.0,65+,Age Group,exercise
339953.0,2008.0,NY,New York,73.6,72.3,75.0,5738.0,Overall,Overall,exercise
339955.0,2008.0,NY,New York,76.9,74.8,78.9,2187.0,Male,Gender,exercise
339956.0,2008.0,NY,New York,70.7,68.9,72.4,3551.0,Female,Gender,exercise
339959.0,2008.0,NY,New York,80.1,75.0,85.3,227.0,18-24,Age Group,exercise
339960.0,2008.0,NY,New York,78.2,74.6,81.9,537.0,25-34,Age Group,exercise
339961.0,2008.0,NY,New York,75.7,72.7,78.8,931.0,35-44,Age Group,exercise
339962.0,2008.0,NY,New York,72.7,70.1,75.3,1212.0,45-54,Age Group,exercise
339963.0,2008.0,NY,New York,69.1,65.9,72.2,1234.0,55-64,Age Group,exercise
339964.0,2008.0,NY,New York,66.9,64.6,69.3,1597.0,65+,Age Group,exercise
342203.0,2008.0,NC,North Carolina,75.4,74.4,76.4,11420.0,Overall,Overall,exercise
342205.0,2008.0,NC,North Carolina,78.7,77.2,80.2,4539.0,Male,Gender,exercise
342206.0,2008.0,NC,North Carolina,72.3,71.0,73.6,6881.0,Female,Gender,exercise
342209.0,2008.0,NC,North Carolina,81.8,77.7,85.9,369.0,18-24,Age Group,exercise
342210.0,2008.0,NC,North Carolina,81.4,78.8,83.9,1207.0,25-34,Age Group,exercise
342211.0,2008.0,NC,North Carolina,75.1,72.9,77.3,1836.0,35-44,Age Group,exercise
342212.0,2008.0,NC,North Carolina,73.5,71.5,75.4,2238.0,45-54,Age Group,exercise
342213.0,2008.0,NC,North Carolina,72.5,70.6,74.4,2459.0,55-64,Age Group,exercise
342214.0,2008.0,NC,North Carolina,69.1,67.5,70.8,3311.0,65+,Age Group,exercise
344955.0,2008.0,ND,North Dakota,74.4,72.8,76.1,3602.0,Overall,Overall,exercise
344957.0,2008.0,ND,North Dakota,75.0,72.6,77.4,1476.0,Male,Gender,exercise
344958.0,2008.0,ND,North Dakota,73.9,71.7,76.0,2126.0,Female,Gender,exercise
344961.0,2008.0,ND,North Dakota,81.9,75.3,88.5,133.0,18-24,Age Group,exercise
344962.0,2008.0,ND,North Dakota,77.9,73.8,82.0,402.0,25-34,Age Group,exercise
344963.0,2008.0,ND,North Dakota,75.7,72.2,79.2,529.0,35-44,Age Group,exercise
344964.0,2008.0,ND,North Dakota,75.0,72.3,77.8,803.0,45-54,Age Group,exercise
344965.0,2008.0,ND,North Dakota,72.3,69.4,75.2,736.0,55-64,Age Group,exercise
344966.0,2008.0,ND,North Dakota,65.2,62.6,67.9,999.0,65+,Age Group,exercise
346905.0,2008.0,OH,Ohio,74.0,72.8,75.1,9153.0,Overall,Overall,exercise
346907.0,2008.0,OH,Ohio,76.1,74.3,77.9,3528.0,Male,Gender,exercise
346908.0,2008.0,OH,Ohio,72.0,70.6,73.5,5625.0,Female,Gender,exercise
346911.0,2008.0,OH,Ohio,82.3,77.3,87.3,319.0,18-24,Age Group,exercise
346912.0,2008.0,OH,Ohio,79.5,76.4,82.5,837.0,25-34,Age Group,exercise
346913.0,2008.0,OH,Ohio,76.9,74.3,79.4,1381.0,35-44,Age Group,exercise
346914.0,2008.0,OH,Ohio,73.2,71.0,75.4,1883.0,45-54,Age Group,exercise
347076.0,2008.0,OH,Ohio,71.2,69.1,73.4,2093.0,55-64,Age Group,exercise
347077.0,2008.0,OH,Ohio,63.3,61.5,65.2,2640.0,65+,Age Group,exercise
349207.0,2008.0,OK,Oklahoma,68.5,67.2,69.9,5125.0,Overall,Overall,exercise
349209.0,2008.0,OK,Oklahoma,70.3,68.1,72.5,1917.0,Male,Gender,exercise
349210.0,2008.0,OK,Oklahoma,66.9,65.3,68.5,3208.0,Female,Gender,exercise
349213.0,2008.0,OK,Oklahoma,76.3,69.9,82.7,208.0,18-24,Age Group,exercise
349214.0,2008.0,OK,Oklahoma,72.8,69.4,76.2,622.0,25-34,Age Group,exercise
349215.0,2008.0,OK,Oklahoma,72.4,69.3,75.5,745.0,35-44,Age Group,exercise
349216.0,2008.0,OK,Oklahoma,66.3,63.6,69.1,976.0,45-54,Age Group,exercise
349217.0,2008.0,OK,Oklahoma,63.4,60.8,66.1,994.0,55-64,Age Group,exercise
349218.0,2008.0,OK,Oklahoma,62.0,59.9,64.2,1580.0,65+,Age Group,exercise
351679.0,2008.0,OR,Oregon,81.0,79.5,82.5,3832.0,Overall,Overall,exercise
351681.0,2008.0,OR,Oregon,81.1,78.7,83.4,1478.0,Male,Gender,exercise
351682.0,2008.0,OR,Oregon,80.9,79.0,82.8,2354.0,Female,Gender,exercise
351685.0,2008.0,OR,Oregon,82.7,75.9,89.5,118.0,18-24,Age Group,exercise
351686.0,2008.0,OR,Oregon,82.1,77.8,86.3,305.0,25-34,Age Group,exercise
351687.0,2008.0,OR,Oregon,84.4,81.4,87.5,593.0,35-44,Age Group,exercise
351688.0,2008.0,OR,Oregon,80.1,77.1,83.0,718.0,45-54,Age Group,exercise
351689.0,2008.0,OR,Oregon,80.2,77.8,82.6,998.0,55-64,Age Group,exercise
351690.0,2008.0,OR,Oregon,76.8,74.5,79.2,1100.0,65+,Age Group,exercise
354057.0,2008.0,PA,Pennsylvania,74.3,73.0,75.5,9127.0,Overall,Overall,exercise
354059.0,2008.0,PA,Pennsylvania,78.3,76.5,80.1,3466.0,Male,Gender,exercise
